period,BA,DM,DO,DS,NA,OL,OT,PB,PE,PF,PH,PI,PL,PM,PP,RF,RM,RO,SF,SH,SO
1.0,0.0,156.40558156971625,0.0,51.545619279466095,65.03720556299386,0.0,0.0,0.0,7.176933451476985,3.2990751896048396,0.0,0.0,0.0,0.0,18.057309010648204,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,232.22212242059314,13.772880746434938,77.31842891919914,65.03720556299386,0.0,0.0,0.0,0.0,13.12654019047643,0.0,0.0,0.0,0.0,11.440244260423947,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,253.2620278871209,0.0,206.1824771178644,130.07441112598772,0.0,0.0,0.0,6.472729830838108,7.079057652832834,0.0,0.0,0.0,0.0,5.69,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,246.99730539528363,33.83880948729845,309.2737156767966,130.07441112598772,14.447247558337482,21.703032209536183,0.0,7.176933451476985,3.3832942421827417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,181.950448005081,11.099942643532774,229.5707655305252,162.59301390748465,18.72257470940397,7.748452969850525,0.0,0.0,5.787566213877076,0.0,0.0,0.0,0.0,0.0,0.0,3.0608765165061076,0.0,0.0,0.0,0.0
6.0,0.0,196.9828690549687,11.524183685546301,340.92041355363057,162.59301390748465,9.361287354701984,38.74226484925262,0.0,0.0,8.752454584346776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,217.10883515584936,0.0,245.990037621335,130.07441112598772,18.72257470940397,23.245358909551573,0.0,7.225023932697846,3.0608765165061076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,180.41428343552417,0.0,250.42238431716447,77.75199128146376,10.234657475717313,15.664259845793655,0.0,7.952016744983628,6.359951706110947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,133.7446172538641,14.75463332715717,332.40072357997417,32.51860278149693,9.361287354701984,42.77548636664935,0.0,17.545808595898766,9.743245948293689,0.0,0.0,0.0,0.0,0.0,0.0,4.100283579832059,0.0,0.0,0.0,0.0
10.0,0.0,169.57751791050038,14.364625120789995,396.4271514931029,32.51860278149693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,168.73654900440636,20.383803684246377,416.68237843211386,0.0,0.0,9.117236498979645,0.0,0.0,3.0608765165061076,0.0,0.0,0.0,7.225023932697846,10.290589943013437,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,130.57979961737567,36.19920818007464,459.975372898539,65.99545584276478,8.888342431114262,0.0,0.0,0.0,9.827465000871591,0.0,0.0,0.0,0.0,5.421141256874546,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,192.43120200766543,23.366571194779432,456.7156046269504,24.650805328752586,8.888342431114262,7.225023932697846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.689652675416358,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,184.93420948373287,10.885790623315094,372.7230420890099,104.27226578502216,0.0,0.0,0.0,11.620490011366634,0.0,0.0,0.0,0.0,0.0,6.215508407283008,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,246.7396208142765,14.168295276963368,437.8716510753986,130.81628628739648,9.792819152572282,22.18728326469564,0.0,12.68127463437164,6.109983939553709,0.0,0.0,0.0,0.0,22.962668528343634,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,172.74078600006862,25.73117450158271,339.69252986706783,130.07441112598772,9.117236498979645,0.0,0.0,0.0,5.453379394741936,0.0,0.0,0.0,0.0,5.421141256874546,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,170.99424158088837,38.88335478055181,183.3345208135841,71.29342498369867,27.10775148214129,45.75967300797952,0.0,7.225023932697846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.60937323583481,0.0
18.0,0.0,164.68293638907735,25.923874196690768,181.28979683419394,74.38194640253741,93.60478835131195,15.700469714834153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,181.2024277406547,13.772880746434938,83.0724896653609,0.0,40.913488242646864,17.306640387851854,0.0,8.189403888872208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,184.05609213345005,12.970395154072685,183.82299354989374,0.0,40.452561298605424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.378807777744417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,124.55931125693888,26.54617908975132,282.36907214312487,0.0,0.0,0.0,0.0,7.469957938494653,3.0608765165061076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,84.35198439447727,13.57375204220715,245.7829379099252,118.87282086093096,0.0,8.657466164784504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,146.42677304514413,20.412526116660565,323.73693080873187,86.7954876967754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,83.86120496394823,10.885790623315094,195.3243277451361,38.674320741139766,0.0,0.0,0.0,0.0,3.3832942421827417,0.0,0.0,0.0,0.0,3.999652675416358,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,64.7864313551913,13.112009154927472,258.5067884516164,30.637617501636097,10.453197477327214,22.376763320805363,0.0,3.3832942421827417,0.0,0.0,0.0,0.0,0.0,5.69,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,86.3786240493489,12.357529751794223,233.24608410654378,40.91008651465984,26.371419351939483,29.530312185195925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,123.06691625832526,0.0,161.4058196896626,0.0,9.34423064767946,47.326366817573714,0.0,0.0,3.0608765165061076,0.0,0.0,0.0,0.0,5.147760180528526,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,115.15711123481233,53.08626016351311,223.33272106744076,136.2599294645946,0.0,21.11275701353326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,168.0483868048057,26.947396791995637,197.935045155306,130.9705299039577,51.3902605511597,22.609077291517437,0.0,0.0,3.0608765165061076,0.0,0.0,0.0,0.0,5.69,0.0,7.391526821300184,0.0,0.0,0.0,0.0
30.0,0.0,257.1851641040743,63.577740596059265,157.9826857350928,161.89729929765912,75.98675832329059,21.405191133053805,0.0,0.0,10.443823434105207,0.0,0.0,0.0,0.0,0.0,0.0,3.695763410650092,0.0,0.0,0.0,0.0
31.0,0.0,136.18861300532637,39.65209022868927,139.2098452866354,30.026884985924422,74.64579348213181,0.0,0.0,6.977289619842829,6.121753033012215,0.0,0.0,0.0,0.0,0.0,0.0,9.385763410650092,0.0,0.0,0.0,0.0
32.0,0.0,183.26369582930056,13.57375204220715,252.2210115728725,21.98371474397401,32.217608471748136,0.0,0.0,0.0,5.677282899177241,0.0,0.0,0.0,0.0,0.0,0.0,7.796046990482151,0.0,0.0,0.0,0.0
33.0,0.0,148.82550379014134,22.289770838942474,283.44111586797214,0.0,31.76183228731517,5.421141256874546,0.0,0.0,12.55415469824256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.0,130.06373877122013,39.4880865674344,358.9525178119916,112.74444409823013,18.8121857443428,8.657466164784504,0.0,0.0,3.3832942421827417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,157.32424010184016,64.44410537308036,433.2338622047249,0.0,9.56940120558727,18.91005565155193,0.0,0.0,3.0608765165061076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0.0,116.82902450308653,56.43372874049721,353.13046046333403,19.025661676579208,0.0,9.56940120558727,0.0,0.0,3.0608765165061076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,0.0,127.58307585299443,34.2430958913272,317.7688938462211,53.486178948022584,20.24920812078796,17.069253243963274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.869448686138892,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,112.3506351694361,13.772880746434938,349.8832739158598,63.19268073782503,10.234657475717313,34.22292167079992,0.0,0.0,6.766588484365483,0.0,0.0,0.0,0.0,16.24944868613889,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0.0,102.65874509429736,13.17253433996283,304.3532911753406,37.826379567021235,48.76054737767014,26.376078109573147,0.0,0.0,3.3832942421827417,0.0,0.0,0.0,0.0,5.69,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,136.3827902884511,39.51047622783448,299.81491345971824,36.82902835197508,48.951947917945624,14.447247558337482,0.0,0.0,9.182629549518323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.0,265.209931832223,29.30952986376647,273.21234307877995,61.39508918826822,20.246016629899493,41.26909947152909,0.0,6.472729830838108,9.182629549518323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0.0,168.59866707380746,54.01546855200995,256.36125365814587,37.684441802847516,31.129043933674065,16.36970926559453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.147760180528526,0.0,4.29602493341461,0.0,0.0,0.0,0.0
43.0,0.0,231.5774712209734,65.24182047417631,311.83309938672056,37.1148951432845,43.73185730012705,0.0,0.0,0.0,6.444170758688849,0.0,0.0,0.0,0.0,5.421141256874546,0.0,4.5857271840569656,0.0,0.0,0.0,0.0
44.0,0.0,181.22021153822058,33.920468769967805,364.7368811123972,0.0,11.099942643532774,30.817685307396616,0.0,0.0,6.42245310802106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,206.49643641544455,60.734877737164965,412.1334565572625,0.0,0.0,19.774133054429356,0.0,0.0,3.3832942421827417,0.0,0.0,0.0,0.0,4.5857271840569656,0.0,0.0,0.0,0.0,0.0,0.0
46.0,0.0,206.86129565732082,47.825135272110806,446.1512893045741,61.12749231630126,10.453197477327214,13.845660032286688,0.0,6.977289619842829,8.514255911248043,0.0,0.0,0.0,0.0,6.215508407283008,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,205.30816103439872,49.50950068881495,259.98519125881603,54.13146880466351,0.0,0.0,0.0,0.0,5.787566213877076,0.0,0.0,0.0,0.0,10.511533340697618,0.0,0.0,0.0,0.0,0.0,0.0
48.0,0.0,178.2593484575507,23.642975758271433,189.03503543926013,34.22163980820207,9.34423064767946,24.762681165316025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.636649664157554,0.0,0.0,0.0,0.0,0.0,0.0
49.0,0.0,154.72579470616597,41.51586070757517,163.56595710272637,67.70858807317993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,110.76611060285805,0.0,211.40192987374476,102.19712915793795,0.0,24.054503532487516,0.0,17.564347374563617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.147760180528526,0.0,0.0,0.0,0.0
51.0,0.0,183.58831102930102,14.168295276963368,194.55036237567964,106.53263382624151,32.03396911138818,42.008178798901994,0.0,0.0,9.805747350203802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,310.7267004396245,13.772880746434938,324.22871368614415,152.42899722283897,29.728138219489153,32.22861640774416,0.0,19.418189492514323,3.0608765165061076,0.0,0.0,0.0,0.0,0.0,0.0,3.999652675416358,0.0,0.0,0.0,0.0
53.0,0.0,199.4063266195017,39.5828976709945,338.98961675460544,93.18498161584846,19.310309398727235,15.894476713906794,0.0,30.59356621062011,3.0608765165061076,0.0,0.0,0.0,0.0,0.0,0.0,20.522495442192326,0.0,0.0,0.0,0.0
54.0,0.0,290.8393875741873,0.0,126.19136573230065,139.08193228070746,56.25859191751559,23.616276590777282,0.0,29.34187326116414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.077738058589883,0.0,0.0,0.0,0.0
55.0,0.0,422.4751086837503,42.48786737544519,375.7019645798059,117.10959754093233,39.98158946684173,16.136761876222167,0.0,34.59848013120377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.48873614337118,0.0,0.0,0.0,0.0
56.0,0.0,271.2303038587533,58.789950592771106,231.55607396380825,104.6797769423816,21.51268139813051,25.71393991327399,0.0,37.10220684319502,2.726689697370968,0.0,0.0,0.0,8.657466164784504,0.0,0.0,23.990399045730133,0.0,0.0,0.0,0.0
57.0,0.0,224.37628679085128,48.850438373384854,374.24788120487926,70.08661205619174,10.885790623315094,8.424518775412142,0.0,15.166693508715039,3.0608765165061076,0.0,0.0,0.0,12.427417271174658,10.559448686138893,0.0,7.991788344064702,0.0,0.0,0.0,0.0
58.0,0.0,185.04598990850783,48.97358354961712,421.27511995175985,109.9161442443187,30.1163348462537,8.657466164784504,0.0,13.610545145746755,3.0608765165061076,0.0,0.0,0.0,0.0,6.472729830838108,0.0,2.378207709572401,0.0,0.0,23.496419011337725,0.0
59.0,0.0,246.00532905857017,38.274436732787365,459.6522626239031,138.6169830003824,36.221331247861286,14.807236498979645,0.0,9.117236498979645,6.994838600254932,0.0,0.0,0.0,0.0,12.942095601318098,0.0,0.0,0.0,0.0,13.772880746434938,0.0
60.0,0.0,286.92155386521574,46.82134389571371,500.8843450425576,120.36716756337124,20.24920812078796,23.364434652401446,0.0,7.712243100810026,8.48819164912611,0.0,0.0,0.0,0.0,16.78440984468608,0.0,4.5857271840569656,0.0,0.0,0.0,0.0
61.0,0.0,385.2830926652699,61.745819897731124,361.95435443232293,84.53426679967394,33.89019846693431,9.792819152572282,0.0,20.681166433720747,19.05823754426992,0.0,0.0,0.0,7.469957938494653,28.143319773851548,0.0,4.29602493341461,0.0,0.0,0.0,0.0
62.0,0.0,307.8401759343977,67.252523547005,278.71668111939846,66.74037794642122,47.44558214317693,41.625249444161554,0.0,0.0,14.958426669936893,0.0,0.0,0.0,7.469957938494653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,341.1697566854812,62.325290998688615,358.9062697792137,130.08471284036352,77.42399497343487,33.67039641277384,0.0,13.424645378831205,33.374354838058466,0.0,0.0,0.0,0.0,0.0,0.0,7.382946917599099,0.0,0.0,0.0,0.0
64.0,0.0,285.5975423992475,72.81745821922401,393.5569130716075,111.90908444266375,40.87658723615023,8.189403888872208,0.0,6.977289619842829,16.34584301556238,0.0,0.0,0.0,7.712243100810026,0.0,0.0,25.837087156679377,0.0,0.0,0.0,0.0
65.0,0.0,293.37457608547766,117.36162798953163,212.00709965067438,0.0,19.358781292750106,8.189403888872208,0.0,14.6949818711925,5.787566213877076,0.0,0.0,0.0,7.952016744983628,0.0,0.0,18.758029503846544,0.0,0.0,0.0,0.0
66.0,0.0,350.0414944706067,81.03045324580131,336.2363261158791,0.0,19.341539908441476,16.846870053656712,0.0,15.901646989682234,24.845803758146996,0.0,0.0,0.0,0.0,0.0,0.0,29.4270144774889,0.0,0.0,0.0,0.0
67.0,0.0,244.10306270763516,61.69416254844559,497.70210217126976,60.21194994249607,20.014455526998987,0.0,0.0,28.58988522780335,30.585226978144064,0.0,0.0,0.0,14.424746575821736,0.0,0.0,12.295330284247326,0.0,0.0,0.0,0.0
68.0,0.0,222.06051527395323,37.37079175541667,371.33167907433887,29.25758919433293,0.0,17.07,0.0,12.008268034224635,9.182629549518323,0.0,0.0,0.0,4.29602493341461,11.375828697211098,0.0,7.679319175597351,0.0,0.0,0.0,0.0
69.0,0.0,165.0265112264094,85.58946884569092,418.09288542841523,82.13637254658184,9.117236498979645,28.48106552518695,0.0,0.0,3.0608765165061076,0.0,0.0,0.0,0.0,6.726587194035089,0.0,4.29602493341461,0.0,0.0,0.0,0.0
70.0,0.0,188.46726304028994,60.83389256639503,130.2533720259864,119.57555786381735,0.0,41.38340467694535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.211627203115892,0.0,4.29602493341461,0.0,0.0,0.0,0.0
71.0,0.0,186.81163812461733,63.573870431037435,272.4449672100206,185.90763372642408,0.0,30.353792566446508,0.0,0.0,9.505047275194958,0.0,0.0,0.0,0.0,16.189896021127264,0.0,0.0,0.0,0.0,0.0,0.0
72.0,0.0,227.76815949927496,137.43762388609017,481.9395894438038,277.1269396513029,0.0,15.664259845793655,0.0,0.0,9.182629549518323,0.0,0.0,0.0,0.0,11.363268587811534,0.0,0.0,0.0,0.0,0.0,0.0
73.0,0.0,252.99518646617503,85.45232543824436,369.77705310908505,130.12212442468578,10.885790623315094,65.48335293334362,0.0,0.0,5.787566213877076,0.0,0.0,0.0,0.0,0.0,0.0,3.695763410650092,0.0,0.0,0.0,0.0
74.0,0.0,224.10870942257114,113.21574181863771,437.22791220277304,97.92538080366872,9.792819152572282,40.69143527617269,0.0,0.0,2.726689697370968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,0.0,180.64167321198363,64.02491557780395,331.4934681450317,130.63591438345483,32.14687355581028,38.776934237597054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0608765165061076,0.0,0.0,0.0,0.0
76.0,0.0,189.11193698418984,64.84252494654739,228.85855337200147,0.0,18.226867370371775,21.655893558861546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.160812771754525,0.0,0.0,0.0,0.0
77.0,0.0,167.46338536211596,82.42649924307645,247.14787391796798,0.0,11.94328019254324,7.469957938494653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29602493341461,0.0,0.0,0.0,0.0
78.0,0.0,98.62499359823451,28.875176080921733,264.5355354169239,53.189074159949584,0.0,9.792819152572282,0.0,0.0,0.0,0.0,0.0,0.0,14.689532720652856,0.0,0.0,4.29602493341461,0.0,0.0,0.0,0.0
79.0,0.0,138.2240717161015,48.3333452235858,76.8769398411955,108.48603859223968,25.326172049394728,21.286773307831638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,0.0,184.1014086111534,77.30837022915391,24.977309749749796,119.66987925055662,23.31959988449482,6.472729830838108,0.0,6.726587194035089,0.0,0.0,0.0,0.0,0.0,3.999652675416358,0.0,0.0,0.0,0.0,0.0,0.0
81.0,0.0,160.08199310876432,54.02358033239846,79.91617655925842,106.73926329961907,19.543256788099598,20.910490278475507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.0,0.0,127.8181214143916,52.75899862151552,0.0,110.17558044596898,20.469314951434626,24.33814787682897,0.0,7.225023932697846,0.0,9.34423064767946,0.0,0.0,0.0,5.421141256874546,0.0,0.0,0.0,0.0,0.0,0.0
83.0,0.0,226.89359222546835,46.29330628494509,65.01603285350849,82.44393705482803,27.988032871682524,6.887513750978244,0.0,6.379496401312875,0.0,0.0,0.0,0.0,0.0,4.81879222833293,0.0,0.0,0.0,0.0,0.0,0.0
84.0,0.0,328.5335910202412,95.22006176059753,76.5635521351606,57.53821200685818,26.4238768868315,15.664259845793655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.726587194035089,0.0,0.0,0.0,0.0
85.0,0.0,207.9539110653216,78.39184415079696,29.25758919433293,0.0,31.93875970492499,19.14001945068094,0.0,13.453174388070178,0.0,0.0,0.0,0.0,5.147760180528526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.0,0.0,221.37369669392476,121.61052951434772,23.496419011337725,0.0,21.926930957381494,18.632095601318095,0.0,4.5857271840569656,0.0,0.0,0.0,0.0,12.915023932697846,0.0,0.0,2.011718792475728,0.0,0.0,0.0,0.0
87.0,0.0,252.95885201839405,59.90492007392192,30.485317584349072,0.0,70.15939489033353,6.472729830838108,0.0,23.218234523994305,0.0,0.0,0.0,0.0,6.472729830838108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.0,0.0,186.5396154123569,110.2522356974403,31.093013830283923,0.0,68.31520206648335,19.906298567069484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.378207709572401,0.0,0.0,0.0,0.0
89.0,0.0,204.55351005293105,90.92784088738755,71.94972516354397,0.0,20.24920812078796,6.472729830838108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.869448686138892,0.0,0.0,0.0,0.0,0.0,0.0
90.0,0.0,258.2354285316382,89.23941173774288,111.24461723664571,68.28136246998837,11.312726116711296,0.0,0.0,8.657466164784504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,0.0,271.69032173863764,89.75875119741005,98.29257935628378,184.1558285036332,20.775572933578236,11.022612127449698,0.0,7.469957938494653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,0.0,273.31737783310143,87.98489010074148,48.10191701610546,138.64957262195585,20.469314951434626,8.888342431114262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.837728450909633,0.0,0.0,0.0,0.0,0.0,0.0
93.0,0.0,351.50973393342207,104.52442114668324,106.02303690847958,64.43408810290285,29.112657993686867,38.79093076817374,0.0,10.885790623315094,0.0,0.0,0.0,0.0,0.0,23.527728450909635,0.0,3.999652675416358,0.0,0.0,0.0,0.0
94.0,0.0,320.3169893697392,149.69885808503264,156.39086722064252,151.08890443053318,61.496137114082885,71.23444133410301,0.0,18.903746645404123,0.0,0.0,0.0,0.0,0.0,9.116904667524638,0.0,0.0,0.0,0.0,0.0,0.0
95.0,0.0,386.543365496359,104.48422859577875,210.36560829883138,97.10037879195315,28.90469787727882,34.52601055014664,0.0,33.87751534564122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.695763410650092,0.0,0.0,0.0,0.0
96.0,0.0,368.0456600636538,93.7350899173938,162.63772024501466,66.0720920305709,26.75568848417638,29.587113335459897,0.0,13.697753763535953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.118216518671153,0.0,0.0,0.0,0.0
97.0,0.0,295.2128288919126,123.87592797399641,219.25324316556154,148.64394123062365,39.99508492311741,23.129319765861514,0.0,19.418189492514323,0.0,0.0,0.0,0.0,0.0,5.421141256874546,0.0,3.999652675416358,0.0,0.0,0.0,0.0
98.0,0.0,292.07942442809923,70.42007086485566,206.20229029122143,93.96099018305897,40.84904372934418,0.0,0.0,15.401808395254971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.0,0.0,236.35433217341603,40.11692065029611,207.10221722892732,168.42245765165114,8.888342431114262,17.98222304144449,0.0,29.569508864835008,0.0,0.0,0.0,0.0,6.726587194035089,5.69,0.0,4.29602493341461,0.0,0.0,0.0,0.0
100.0,0.0,235.4691300091002,79.9983420361844,50.766127876122276,172.0630352886676,10.453197477327214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.0,0.0,282.48926395166467,88.86162477075196,129.1466334689549,141.5202191796949,10.234657475717313,7.748452969850525,0.0,7.469957938494653,0.0,0.0,0.0,0.0,0.0,6.215508407283008,0.0,0.0,0.0,0.0,0.0,0.0
102.0,0.0,233.9378054522761,28.303698132097303,150.88704368147526,118.28588730881243,17.77470266376415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0,0.0,219.99927191118528,41.51115061701342,138.55748780060762,128.33410087944964,16.613922664284352,6.726587194035089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0,0.0,195.993936470513,55.7630764639465,135.7755305097084,91.49710091067958,22.109004850280925,21.17383475237257,0.0,14.450047865395693,0.0,0.0,0.0,0.0,0.0,4.5857271840569656,0.0,0.0,0.0,0.0,0.0,0.0
105.0,0.0,261.2603484365761,102.183076624316,143.12941468622705,0.0,54.10904331433968,15.664259845793655,0.0,0.0,0.0,0.0,0.0,0.0,19.668682795353185,0.0,0.0,14.0295122980001,0.0,0.0,0.0,0.0
106.0,0.0,226.319907758856,58.35237223644628,118.81364176815721,77.62855137135053,38.80937231084078,7.712243100810026,0.0,0.0,0.0,0.0,0.0,0.0,22.646998616176127,0.0,0.0,13.712972277317508,0.0,0.0,0.0,0.0
107.0,0.0,262.74636677709384,53.79034053844623,155.61443632601916,188.5100194107343,38.19076179969095,7.712243100810026,0.0,29.133812166037615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.96767821123592,0.0,0.0,0.0,0.0
108.0,0.0,259.25571341892345,114.42348083358338,169.09961756546863,45.91949491592037,72.35686118679138,0.0,0.0,16.37653552039577,0.0,0.0,0.0,0.0,8.424518775412142,0.0,0.0,12.888074800243828,0.0,0.0,0.0,0.0
109.0,0.0,229.37887093512495,80.35865421239706,192.5113403109999,154.84286776212537,39.79673173734384,16.609482909768133,0.0,22.889283778491503,0.0,0.0,0.0,0.0,25.473434695554527,12.945459661676216,0.0,8.281490594707059,0.0,0.0,0.0,0.0
